t,x,z,th1,th2,dth1,dth2
1.8153,-0.880001,0.150341,-2.20272,-2.21617,1.29846,-3.90974
1.8154,-0.879646,0.15034,-2.20259,-2.21656,1.29876,-3.9098
1.8155,-0.879291,0.150338,-2.20246,-2.21695,1.29906,-3.90986
1.8156,-0.878936,0.150337,-2.20233,-2.21734,1.29936,-3.90992
1.8157,-0.878582,0.150336,-2.2022,-2.21774,1.29965,-3.90997
1.8158,-0.878227,0.150334,-2.20207,-2.21813,1.29995,-3.91003
1.8159,-0.877872,0.150333,-2.20194,-2.21852,1.30025,-3.91009
1.816,-0.877517,0.150331,-2.20181,-2.21891,1.30054,-3.91015
1.8161,-0.877162,0.150329,-2.20168,-2.2193,1.30084,-3.91021
1.8162,-0.876807,0.150327,-2.20155,-2.21969,1.30114,-3.91027
1.8163,-0.876452,0.150326,-2.20142,-2.22008,1.30144,-3.91033
1.8164,-0.876097,0.150324,-2.20128,-2.22047,1.30173,-3.91039
1.8165,-0.875742,0.150322,-2.20115,-2.22086,1.30203,-3.91044
1.8166,-0.875387,0.150319,-2.20102,-2.22125,1.30233,-3.9105
1.8167,-0.875031,0.150317,-2.20089,-2.22165,1.30262,-3.91056
1.8168,-0.874676,0.150315,-2.20076,-2.22204,1.30292,-3.91062
1.8169,-0.874321,0.150313,-2.20063,-2.22243,1.30322,-3.91068
1.817,-0.873966,0.15031,-2.2005,-2.22282,1.30352,-3.91074
1.8171,-0.873611,0.150308,-2.20037,-2.22321,1.30381,-3.9108
1.8172,-0.873255,0.150305,-2.20024,-2.2236,1.30411,-3.91086
1.8173,-0.8729,0.150303,-2.20011,-2.22399,1.30441,-3.91092
1.8174,-0.872545,0.1503,-2.19998,-2.22438,1.3047,-3.91098
1.8175,-0.872189,0.150297,-2.19985,-2.22477,1.305,-3.91104
1.8176,-0.871834,0.150294,-2.19972,-2.22517,1.3053,-3.9111
1.8177,-0.871478,0.150291,-2.19959,-2.22556,1.3056,-3.91115
1.8178,-0.871123,0.150288,-2.19946,-2.22595,1.30589,-3.91121
1.8179,-0.870767,0.150285,-2.19933,-2.22634,1.30619,-3.91127
1.818,-0.870412,0.150282,-2.1992,-2.22673,1.30649,-3.91133
1.8181,-0.870056,0.150279,-2.19907,-2.22712,1.30678,-3.91139
1.8182,-0.869701,0.150276,-2.19894,-2.22751,1.30708,-3.91145
1.8183,-0.869345,0.150272,-2.19881,-2.2279,1.30738,-3.91151
1.8184,-0.868989,0.150269,-2.19868,-2.22829,1.30768,-3.91157
1.8185,-0.868634,0.150265,-2.19854,-2.22869,1.30797,-3.91163
1.8186,-0.868278,0.150262,-2.19841,-2.22908,1.30827,-3.91169
1.8187,-0.867922,0.150258,-2.19828,-2.22947,1.30857,-3.91175
1.8188,-0.867566,0.150254,-2.19815,-2.22986,1.30886,-3.91181
1.8189,-0.86721,0.15025,-2.19802,-2.23025,1.30916,-3.91187
1.819,-0.866855,0.150246,-2.19789,-2.23064,1.30946,-3.91193
1.8191,-0.866499,0.150242,-2.19776,-2.23103,1.30976,-3.91199
1.8192,-0.866143,0.150238,-2.19763,-2.23142,1.31005,-3.91205
1.8193,-0.865787,0.150234,-2.1975,-2.23182,1.31035,-3.91211
1.8194,-0.865431,0.15023,-2.19737,-2.23221,1.31065,-3.91217
1.8195,-0.865075,0.150226,-2.19724,-2.2326,1.31094,-3.91223
1.8196,-0.864719,0.150221,-2.1971,-2.23299,1.31124,-3.91229
1.8197,-0.864363,0.150217,-2.19697,-2.23338,1.31154,-3.91236
1.8198,-0.864007,0.150212,-2.19684,-2.23377,1.31184,-3.91242
1.8199,-0.863651,0.150208,-2.19671,-2.23416,1.31213,-3.91248
1.82,-0.863294,0.150203,-2.19658,-2.23455,1.31243,-3.91254
1.8201,-0.862938,0.150198,-2.19645,-2.23495,1.31273,-3.9126
1.8202,-0.862582,0.150193,-2.19632,-2.23534,1.31302,-3.91266
1.8203,-0.862226,0.150189,-2.19619,-2.23573,1.31332,-3.91272
1.8204,-0.86187,0.150184,-2.19605,-2.23612,1.31362,-3.91278
1.8205,-0.861513,0.150179,-2.19592,-2.23651,1.31392,-3.91284
1.8206,-0.861157,0.150173,-2.19579,-2.2369,1.31421,-3.9129
1.8207,-0.860801,0.150168,-2.19566,-2.23729,1.31451,-3.91296
1.8208,-0.860444,0.150163,-2.19553,-2.23768,1.31481,-3.91302
1.8209,-0.860088,0.150158,-2.1954,-2.23808,1.3151,-3.91309
1.821,-0.859731,0.150152,-2.19527,-2.23847,1.3154,-3.91315
1.8211,-0.859375,0.150147,-2.19513,-2.23886,1.3157,-3.91321
1.8212,-0.859018,0.150141,-2.195,-2.23925,1.316,-3.91327
1.8213,-0.858662,0.150136,-2.19487,-2.23964,1.31629,-3.91333
1.8214,-0.858305,0.15013,-2.19474,-2.24003,1.31659,-3.91339
1.8215,-0.857949,0.150124,-2.19461,-2.24042,1.31689,-3.91345
1.8216,-0.857592,0.150118,-2.19448,-2.24081,1.31718,-3.91351
1.8217,-0.857235,0.150112,-2.19434,-2.24121,1.31748,-3.91358
1.8218,-0.856879,0.150106,-2.19421,-2.2416,1.31778,-3.91364
1.8219,-0.856522,0.1501,-2.19408,-2.24199,1.31807,-3.9137
1.822,-0.856165,0.150094,-2.19395,-2.24238,1.31837,-3.91376
1.8221,-0.855808,0.150088,-2.19382,-2.24277,1.31867,-3.91382
1.8222,-0.855451,0.150081,-2.19368,-2.24316,1.31897,-3.91388
1.8223,-0.855095,0.150075,-2.19355,-2.24355,1.31926,-3.91395
1.8224,-0.854738,0.150069,-2.19342,-2.24395,1.31956,-3.91401
1.8225,-0.854381,0.150062,-2.19329,-2.24434,1.31986,-3.91407
1.8226,-0.854024,0.150055,-2.19316,-2.24473,1.32015,-3.91413
1.8227,-0.853667,0.150049,-2.19303,-2.24512,1.32045,-3.91419
1.8228,-0.85331,0.150042,-2.19289,-2.24551,1.32075,-3.91426
1.8229,-0.852953,0.150035,-2.19276,-2.2459,1.32104,-3.91432
1.823,-0.852596,0.150028,-2.19263,-2.24629,1.32134,-3.91438
1.8231,-0.852239,0.150021,-2.1925,-2.24669,1.32164,-3.91444
1.8232,-0.851882,0.150014,-2.19236,-2.24708,1.32194,-3.91451
1.8233,-0.851525,0.150007,-2.19223,-2.24747,1.32223,-3.91457
1.8234,-0.851167,0.15,-2.1921,-2.24786,1.32253,-3.91463
1.8235,-0.85081,0.149993,-2.19197,-2.24825,1.32283,-3.91469
1.8236,-0.850453,0.149985,-2.19184,-2.24864,1.32312,-3.91476
1.8237,-0.850096,0.149978,-2.1917,-2.24903,1.32342,-3.91482
1.8238,-0.849738,0.14997,-2.19157,-2.24943,1.32372,-3.91488
1.8239,-0.849381,0.149963,-2.19144,-2.24982,1.32401,-3.91494
1.824,-0.849024,0.149955,-2.19131,-2.25021,1.32431,-3.91501
1.8241,-0.848666,0.149947,-2.19117,-2.2506,1.32461,-3.91507
1.8242,-0.848309,0.14994,-2.19104,-2.25099,1.32491,-3.91513
1.8243,-0.847951,0.149932,-2.19091,-2.25138,1.3252,-3.91519
1.8244,-0.847594,0.149924,-2.19078,-2.25177,1.3255,-3.91526
1.8245,-0.847237,0.149916,-2.19064,-2.25217,1.3258,-3.91532
1.8246,-0.846879,0.149908,-2.19051,-2.25256,1.32609,-3.91538
1.8247,-0.846521,0.1499,-2.19038,-2.25295,1.32639,-3.91545
1.8248,-0.846164,0.149891,-2.19025,-2.25334,1.32669,-3.91551
1.8249,-0.845806,0.149883,-2.19011,-2.25373,1.32698,-3.91557
1.825,-0.845449,0.149875,-2.18998,-2.25412,1.32728,-3.91564
1.8251,-0.845091,0.149866,-2.18985,-2.25452,1.32758,-3.9157
1.8252,-0.844733,0.149858,-2.18971,-2.25491,1.32787,-3.91576
1.8253,-0.844375,0.149849,-2.18958,-2.2553,1.32817,-3.91583
1.8254,-0.844018,0.14984,-2.18945,-2.25569,1.32847,-3.91589
1.8255,-0.84366,0.149832,-2.18932,-2.25608,1.32876,-3.91595
1.8256,-0.843302,0.149823,-2.18918,-2.25647,1.32906,-3.91602
1.8257,-0.842944,0.149814,-2.18905,-2.25687,1.32936,-3.91608
1.8258,-0.842586,0.149805,-2.18892,-2.25726,1.32966,-3.91614
1.8259,-0.842228,0.149796,-2.18878,-2.25765,1.32995,-3.91621
1.826,-0.84187,0.149787,-2.18865,-2.25804,1.33025,-3.91627
1.8261,-0.841512,0.149778,-2.18852,-2.25843,1.33055,-3.91633
1.8262,-0.841154,0.149768,-2.18839,-2.25882,1.33084,-3.9164
1.8263,-0.840796,0.149759,-2.18825,-2.25922,1.33114,-3.91646
1.8264,-0.840438,0.14975,-2.18812,-2.25961,1.33144,-3.91653
1.8265,-0.84008,0.14974,-2.18799,-2.26,1.33173,-3.91659
1.8266,-0.839722,0.149731,-2.18785,-2.26039,1.33203,-3.91665
1.8267,-0.839364,0.149721,-2.18772,-2.26078,1.33233,-3.91672
1.8268,-0.839006,0.149711,-2.18759,-2.26117,1.33262,-3.91678
1.8269,-0.838648,0.149701,-2.18745,-2.26157,1.33292,-3.91685
1.827,-0.838289,0.149692,-2.18732,-2.26196,1.33322,-3.91691
1.8271,-0.837931,0.149682,-2.18719,-2.26235,1.33351,-3.91698
1.8272,-0.837573,0.149672,-2.18705,-2.26274,1.33381,-3.91704
1.8273,-0.837214,0.149662,-2.18692,-2.26313,1.33411,-3.9171
1.8274,-0.836856,0.149651,-2.18679,-2.26352,1.3344,-3.91717
1.8275,-0.836498,0.149641,-2.18665,-2.26392,1.3347,-3.91723
1.8276,-0.836139,0.149631,-2.18652,-2.26431,1.335,-3.9173
1.8277,-0.835781,0.149621,-2.18639,-2.2647,1.33529,-3.91736
1.8278,-0.835422,0.14961,-2.18625,-2.26509,1.33559,-3.91743
1.8279,-0.835064,0.1496,-2.18612,-2.26548,1.33589,-3.91749
1.828,-0.834705,0.149589,-2.18599,-2.26587,1.33618,-3.91756
1.8281,-0.834347,0.149578,-2.18585,-2.26627,1.33648,-3.91762
1.8282,-0.833988,0.149568,-2.18572,-2.26666,1.33678,-3.91769
1.8283,-0.83363,0.149557,-2.18558,-2.26705,1.33707,-3.91775
1.8284,-0.833271,0.149546,-2.18545,-2.26744,1.33737,-3.91782
1.8285,-0.832912,0.149535,-2.18532,-2.26783,1.33767,-3.91788
1.8286,-0.832554,0.149524,-2.18518,-2.26822,1.33796,-3.91795
1.8287,-0.832195,0.149513,-2.18505,-2.26862,1.33826,-3.91801
1.8288,-0.831836,0.149502,-2.18492,-2.26901,1.33856,-3.91808
1.8289,-0.831477,0.14949,-2.18478,-2.2694,1.33885,-3.91814
1.829,-0.831118,0.149479,-2.18465,-2.26979,1.33915,-3.91821
1.8291,-0.83076,0.149468,-2.18451,-2.27018,1.33945,-3.91827
1.8292,-0.830401,0.149456,-2.18438,-2.27058,1.33974,-3.91834
1.8293,-0.830042,0.149445,-2.18425,-2.27097,1.34004,-3.9184
1.8294,-0.829683,0.149433,-2.18411,-2.27136,1.34034,-3.91847
1.8295,-0.829324,0.149422,-2.18398,-2.27175,1.34063,-3.91853
1.8296,-0.828965,0.14941,-2.18384,-2.27214,1.34093,-3.9186
1.8297,-0.828606,0.149398,-2.18371,-2.27253,1.34123,-3.91866
1.8298,-0.828247,0.149386,-2.18358,-2.27293,1.34152,-3.91873
1.8299,-0.827888,0.149374,-2.18344,-2.27332,1.34182,-3.9188
1.83,-0.827529,0.149362,-2.18331,-2.27371,1.34212,-3.91886
1.8301,-0.827169,0.14935,-2.18317,-2.2741,1.34241,-3.91893
1.8302,-0.82681,0.149338,-2.18304,-2.27449,1.34271,-3.91899
1.8303,-0.826451,0.149326,-2.1829,-2.27489,1.34301,-3.91906
1.8304,-0.826092,0.149313,-2.18277,-2.27528,1.3433,-3.91913
1.8305,-0.825733,0.149301,-2.18264,-2.27567,1.3436,-3.91919
1.8306,-0.825373,0.149288,-2.1825,-2.27606,1.3439,-3.91926
1.8307,-0.825014,0.149276,-2.18237,-2.27645,1.34419,-3.91932
1.8308,-0.824655,0.149263,-2.18223,-2.27685,1.34449,-3.91939
1.8309,-0.824295,0.149251,-2.1821,-2.27724,1.34479,-3.91946
1.831,-0.823936,0.149238,-2.18196,-2.27763,1.34508,-3.91952
1.8311,-0.823576,0.149225,-2.18183,-2.27802,1.34538,-3.91959
1.8312,-0.823217,0.149212,-2.18169,-2.27841,1.34568,-3.91966
1.8313,-0.822857,0.149199,-2.18156,-2.27881,1.34597,-3.91972
1.8314,-0.822498,0.149186,-2.18142,-2.2792,1.34627,-3.91979
1.8315,-0.822138,0.149173,-2.18129,-2.27959,1.34657,-3.91985
1.8316,-0.821779,0.14916,-2.18116,-2.27998,1.34686,-3.91992
1.8317,-0.821419,0.149146,-2.18102,-2.28037,1.34716,-3.91999
1.8318,-0.82106,0.149133,-2.18089,-2.28077,1.34745,-3.92005
1.8319,-0.8207,0.14912,-2.18075,-2.28116,1.34775,-3.92012
1.832,-0.82034,0.149106,-2.18062,-2.28155,1.34805,-3.92019
1.8321,-0.81998,0.149093,-2.18048,-2.28194,1.34834,-3.92025
1.8322,-0.819621,0.149079,-2.18035,-2.28233,1.34864,-3.92032
1.8323,-0.819261,0.149065,-2.18021,-2.28273,1.34894,-3.92039
1.8324,-0.818901,0.149052,-2.18008,-2.28312,1.34923,-3.92046
1.8325,-0.818541,0.149038,-2.17994,-2.28351,1.34953,-3.92052
1.8326,-0.818181,0.149024,-2.17981,-2.2839,1.34983,-3.92059
1.8327,-0.817821,0.14901,-2.17967,-2.28429,1.35012,-3.92066
1.8328,-0.817462,0.148996,-2.17954,-2.28469,1.35042,-3.92072
1.8329,-0.817102,0.148982,-2.1794,-2.28508,1.35072,-3.92079
1.833,-0.816742,0.148967,-2.17927,-2.28547,1.35101,-3.92086
1.8331,-0.816382,0.148953,-2.17913,-2.28586,1.35131,-3.92093
1.8332,-0.816022,0.148939,-2.179,-2.28625,1.3516,-3.92099
1.8333,-0.815661,0.148924,-2.17886,-2.28665,1.3519,-3.92106
1.8334,-0.815301,0.14891,-2.17873,-2.28704,1.3522,-3.92113
1.8335,-0.814941,0.148895,-2.17859,-2.28743,1.35249,-3.9212
1.8336,-0.814581,0.148881,-2.17846,-2.28782,1.35279,-3.92126
1.8337,-0.814221,0.148866,-2.17832,-2.28821,1.35309,-3.92133
1.8338,-0.813861,0.148851,-2.17819,-2.28861,1.35338,-3.9214
1.8339,-0.8135,0.148837,-2.17805,-2.289,1.35368,-3.92147
1.834,-0.81314,0.148822,-2.17791,-2.28939,1.35397,-3.92153
1.8341,-0.81278,0.148807,-2.17778,-2.28978,1.35427,-3.9216
1.8342,-0.81242,0.148792,-2.17764,-2.29018,1.35457,-3.92167
1.8343,-0.812059,0.148776,-2.17751,-2.29057,1.35486,-3.92174
1.8344,-0.811699,0.148761,-2.17737,-2.29096,1.35516,-3.92181
1.8345,-0.811338,0.148746,-2.17724,-2.29135,1.35546,-3.92187
1.8346,-0.810978,0.148731,-2.1771,-2.29174,1.35575,-3.92194
1.8347,-0.810618,0.148715,-2.17697,-2.29214,1.35605,-3.92201
1.8348,-0.810257,0.1487,-2.17683,-2.29253,1.35634,-3.92208
1.8349,-0.809896,0.148684,-2.17669,-2.29292,1.35664,-3.92215
1.835,-0.809536,0.148669,-2.17656,-2.29331,1.35694,-3.92222
1.8351,-0.809175,0.148653,-2.17642,-2.29371,1.35723,-3.92228
1.8352,-0.808815,0.148637,-2.17629,-2.2941,1.35753,-3.92235
1.8353,-0.808454,0.148621,-2.17615,-2.29449,1.35783,-3.92242
1.8354,-0.808093,0.148605,-2.17602,-2.29488,1.35812,-3.92249
1.8355,-0.807733,0.148589,-2.17588,-2.29527,1.35842,-3.92256
1.8356,-0.807372,0.148573,-2.17574,-2.29567,1.35871,-3.92263
1.8357,-0.807011,0.148557,-2.17561,-2.29606,1.35901,-3.92269
1.8358,-0.80665,0.148541,-2.17547,-2.29645,1.35931,-3.92276
1.8359,-0.80629,0.148525,-2.17534,-2.29684,1.3596,-3.92283
1.836,-0.805929,0.148508,-2.1752,-2.29724,1.3599,-3.9229
1.8361,-0.805568,0.148492,-2.17506,-2.29763,1.36019,-3.92297
1.8362,-0.805207,0.148476,-2.17493,-2.29802,1.36049,-3.92304
1.8363,-0.804846,0.148459,-2.17479,-2.29841,1.36079,-3.92311
1.8364,-0.804485,0.148442,-2.17466,-2.2988,1.36108,-3.92318
1.8365,-0.804124,0.148426,-2.17452,-2.2992,1.36138,-3.92325
1.8366,-0.803763,0.148409,-2.17438,-2.29959,1.36167,-3.92332
1.8367,-0.803402,0.148392,-2.17425,-2.29998,1.36197,-3.92338
1.8368,-0.803041,0.148375,-2.17411,-2.30037,1.36227,-3.92345
1.8369,-0.80268,0.148358,-2.17398,-2.30077,1.36256,-3.92352
1.837,-0.802319,0.148341,-2.17384,-2.30116,1.36286,-3.92359
1.8371,-0.801958,0.148324,-2.1737,-2.30155,1.36315,-3.92366
1.8372,-0.801596,0.148307,-2.17357,-2.30194,1.36345,-3.92373
1.8373,-0.801235,0.14829,-2.17343,-2.30234,1.36375,-3.9238
1.8374,-0.800874,0.148272,-2.17329,-2.30273,1.36404,-3.92387
1.8375,-0.800513,0.148255,-2.17316,-2.30312,1.36434,-3.92394
1.8376,-0.800151,0.148238,-2.17302,-2.30351,1.36463,-3.92401
1.8377,-0.79979,0.14822,-2.17288,-2.30391,1.36493,-3.92408
1.8378,-0.799429,0.148202,-2.17275,-2.3043,1.36523,-3.92415
1.8379,-0.799067,0.148185,-2.17261,-2.30469,1.36552,-3.92422
1.838,-0.798706,0.148167,-2.17247,-2.30508,1.36582,-3.92429
1.8381,-0.798345,0.148149,-2.17234,-2.30548,1.36611,-3.92436
1.8382,-0.797983,0.148131,-2.1722,-2.30587,1.36641,-3.92443
1.8383,-0.797622,0.148113,-2.17207,-2.30626,1.3667,-3.9245
1.8384,-0.79726,0.148095,-2.17193,-2.30665,1.367,-3.92457
1.8385,-0.796899,0.148077,-2.17179,-2.30704,1.3673,-3.92464
1.8386,-0.796537,0.148059,-2.17165,-2.30744,1.36759,-3.92471
1.8387,-0.796175,0.148041,-2.17152,-2.30783,1.36789,-3.92478
1.8388,-0.795814,0.148022,-2.17138,-2.30822,1.36818,-3.92485
1.8389,-0.795452,0.148004,-2.17124,-2.30861,1.36848,-3.92492
1.839,-0.79509,0.147986,-2.17111,-2.30901,1.36877,-3.92499
1.8391,-0.794729,0.147967,-2.17097,-2.3094,1.36907,-3.92506
1.8392,-0.794367,0.147949,-2.17083,-2.30979,1.36937,-3.92513
1.8393,-0.794005,0.14793,-2.1707,-2.31018,1.36966,-3.9252
1.8394,-0.793643,0.147911,-2.17056,-2.31058,1.36996,-3.92527
1.8395,-0.793282,0.147892,-2.17042,-2.31097,1.37025,-3.92534
1.8396,-0.79292,0.147874,-2.17029,-2.31136,1.37055,-3.92541
1.8397,-0.792558,0.147855,-2.17015,-2.31176,1.37084,-3.92548
1.8398,-0.792196,0.147836,-2.17001,-2.31215,1.37114,-3.92555
1.8399,-0.791834,0.147817,-2.16987,-2.31254,1.37144,-3.92563
1.84,-0.791472,0.147797,-2.16974,-2.31293,1.37173,-3.9257
1.8401,-0.79111,0.147778,-2.1696,-2.31333,1.37203,-3.92577
1.8402,-0.790748,0.147759,-2.16946,-2.31372,1.37232,-3.92584
1.8403,-0.790386,0.14774,-2.16933,-2.31411,1.37262,-3.92591
1.8404,-0.790024,0.14772,-2.16919,-2.3145,1.37291,-3.92598
1.8405,-0.789662,0.147701,-2.16905,-2.3149,1.37321,-3.92605
1.8406,-0.7893,0.147681,-2.16891,-2.31529,1.37351,-3.92612
1.8407,-0.788937,0.147661,-2.16878,-2.31568,1.3738,-3.92619
1.8408,-0.788575,0.147642,-2.16864,-2.31607,1.3741,-3.92626
1.8409,-0.788213,0.147622,-2.1685,-2.31647,1.37439,-3.92634
1.841,-0.787851,0.147602,-2.16836,-2.31686,1.37469,-3.92641
1.8411,-0.787488,0.147582,-2.16823,-2.31725,1.37498,-3.92648
1.8412,-0.787126,0.147562,-2.16809,-2.31764,1.37528,-3.92655
1.8413,-0.786764,0.147542,-2.16795,-2.31804,1.37557,-3.92662
1.8414,-0.786401,0.147522,-2.16781,-2.31843,1.37587,-3.92669
1.8415,-0.786039,0.147502,-2.16768,-2.31882,1.37616,-3.92676
1.8416,-0.785677,0.147482,-2.16754,-2.31921,1.37646,-3.92684
1.8417,-0.785314,0.147461,-2.1674,-2.31961,1.37676,-3.92691
1.8418,-0.784952,0.147441,-2.16726,-2.32,1.37705,-3.92698
1.8419,-0.784589,0.14742,-2.16713,-2.32039,1.37735,-3.92705
1.842,-0.784227,0.1474,-2.16699,-2.32079,1.37764,-3.92712
1.8421,-0.783864,0.147379,-2.16685,-2.32118,1.37794,-3.9272
1.8422,-0.783502,0.147359,-2.16671,-2.32157,1.37823,-3.92727
1.8423,-0.783139,0.147338,-2.16657,-2.32196,1.37853,-3.92734
1.8424,-0.782776,0.147317,-2.16644,-2.32236,1.37882,-3.92741
1.8425,-0.782414,0.147296,-2.1663,-2.32275,1.37912,-3.92748
1.8426,-0.782051,0.147275,-2.16616,-2.32314,1.37941,-3.92756
1.8427,-0.781688,0.147254,-2.16602,-2.32353,1.37971,-3.92763
1.8428,-0.781326,0.147233,-2.16588,-2.32393,1.38,-3.9277
1.8429,-0.780963,0.147212,-2.16575,-2.32432,1.3803,-3.92777
1.843,-0.7806,0.147191,-2.16561,-2.32471,1.3806,-3.92785
1.8431,-0.780237,0.147169,-2.16547,-2.32511,1.38089,-3.92792
1.8432,-0.779874,0.147148,-2.16533,-2.3255,1.38119,-3.92799
1.8433,-0.779511,0.147127,-2.16519,-2.32589,1.38148,-3.92806
1.8434,-0.779148,0.147105,-2.16506,-2.32628,1.38178,-3.92814
1.8435,-0.778785,0.147084,-2.16492,-2.32668,1.38207,-3.92821
1.8436,-0.778423,0.147062,-2.16478,-2.32707,1.38237,-3.92828
1.8437,-0.77806,0.14704,-2.16464,-2.32746,1.38266,-3.92835
1.8438,-0.777697,0.147018,-2.1645,-2.32786,1.38296,-3.92843
1.8439,-0.777333,0.146997,-2.16437,-2.32825,1.38325,-3.9285
1.844,-0.77697,0.146975,-2.16423,-2.32864,1.38355,-3.92857
1.8441,-0.776607,0.146953,-2.16409,-2.32903,1.38384,-3.92864
1.8442,-0.776244,0.146931,-2.16395,-2.32943,1.38414,-3.92872
1.8443,-0.775881,0.146909,-2.16381,-2.32982,1.38443,-3.92879
1.8444,-0.775518,0.146886,-2.16367,-2.33021,1.38473,-3.92886
1.8445,-0.775155,0.146864,-2.16353,-2.33061,1.38502,-3.92894
1.8446,-0.774791,0.146842,-2.1634,-2.331,1.38532,-3.92901
1.8447,-0.774428,0.146819,-2.16326,-2.33139,1.38561,-3.92908
1.8448,-0.774065,0.146797,-2.16312,-2.33178,1.38591,-3.92916
1.8449,-0.773701,0.146774,-2.16298,-2.33218,1.3862,-3.92923
1.845,-0.773338,0.146752,-2.16284,-2.33257,1.3865,-3.9293
1.8451,-0.772975,0.146729,-2.1627,-2.33296,1.38679,-3.92938
1.8452,-0.772611,0.146706,-2.16256,-2.33336,1.38709,-3.92945
1.8453,-0.772248,0.146684,-2.16243,-2.33375,1.38738,-3.92952
1.8454,-0.771884,0.146661,-2.16229,-2.33414,1.38768,-3.9296
1.8455,-0.771521,0.146638,-2.16215,-2.33453,1.38797,-3.92967
1.8456,-0.771157,0.146615,-2.16201,-2.33493,1.38827,-3.92974
1.8457,-0.770794,0.146592,-2.16187,-2.33532,1.38856,-3.92982
1.8458,-0.77043,0.146569,-2.16173,-2.33571,1.38886,-3.92989
1.8459,-0.770067,0.146545,-2.16159,-2.33611,1.38915,-3.92997
1.846,-0.769703,0.146522,-2.16145,-2.3365,1.38945,-3.93004
1.8461,-0.769339,0.146499,-2.16131,-2.33689,1.38974,-3.93011
1.8462,-0.768976,0.146475,-2.16118,-2.33729,1.39004,-3.93019
1.8463,-0.768612,0.146452,-2.16104,-2.33768,1.39033,-3.93026
1.8464,-0.768248,0.146428,-2.1609,-2.33807,1.39063,-3.93034
1.8465,-0.767884,0.146405,-2.16076,-2.33846,1.39092,-3.93041
1.8466,-0.767521,0.146381,-2.16062,-2.33886,1.39122,-3.93048
1.8467,-0.767157,0.146357,-2.16048,-2.33925,1.39151,-3.93056
1.8468,-0.766793,0.146333,-2.16034,-2.33964,1.3918,-3.93063
1.8469,-0.766429,0.146309,-2.1602,-2.34004,1.3921,-3.93071
1.847,-0.766065,0.146285,-2.16006,-2.34043,1.39239,-3.93078
1.8471,-0.765701,0.146261,-2.15992,-2.34082,1.39269,-3.93086
1.8472,-0.765337,0.146237,-2.15978,-2.34122,1.39298,-3.93093
1.8473,-0.764973,0.146213,-2.15965,-2.34161,1.39328,-3.93101
1.8474,-0.764609,0.146189,-2.15951,-2.342,1.39357,-3.93108
1.8475,-0.764245,0.146165,-2.15937,-2.3424,1.39387,-3.93116
1.8476,-0.763881,0.14614,-2.15923,-2.34279,1.39416,-3.93123
1.8477,-0.763517,0.146116,-2.15909,-2.34318,1.39446,-3.9313
1.8478,-0.763153,0.146091,-2.15895,-2.34358,1.39475,-3.93138
1.8479,-0.762789,0.146067,-2.15881,-2.34397,1.39505,-3.93145
1.848,-0.762425,0.146042,-2.15867,-2.34436,1.39534,-3.93153
1.8481,-0.76206,0.146017,-2.15853,-2.34475,1.39563,-3.9316
1.8482,-0.761696,0.145993,-2.15839,-2.34515,1.39593,-3.93168
1.8483,-0.761332,0.145968,-2.15825,-2.34554,1.39622,-3.93175
1.8484,-0.760968,0.145943,-2.15811,-2.34593,1.39652,-3.93183
1.8485,-0.760603,0.145918,-2.15797,-2.34633,1.39681,-3.9319
1.8486,-0.760239,0.145893,-2.15783,-2.34672,1.39711,-3.93198
1.8487,-0.759875,0.145868,-2.15769,-2.34711,1.3974,-3.93206
1.8488,-0.75951,0.145843,-2.15755,-2.34751,1.3977,-3.93213
1.8489,-0.759146,0.145817,-2.15741,-2.3479,1.39799,-3.93221
1.849,-0.758781,0.145792,-2.15727,-2.34829,1.39828,-3.93228
1.8491,-0.758417,0.145767,-2.15713,-2.34869,1.39858,-3.93236
1.8492,-0.758052,0.145741,-2.15699,-2.34908,1.39887,-3.93243
1.8493,-0.757688,0.145716,-2.15685,-2.34947,1.39917,-3.93251
1.8494,-0.757323,0.14569,-2.15671,-2.34987,1.39946,-3.93258
1.8495,-0.756959,0.145664,-2.15657,-2.35026,1.39976,-3.93266
1.8496,-0.756594,0.145639,-2.15643,-2.35065,1.40005,-3.93273
1.8497,-0.756229,0.145613,-2.15629,-2.35105,1.40035,-3.93281
1.8498,-0.755865,0.145587,-2.15615,-2.35144,1.40064,-3.93289
1.8499,-0.7555,0.145561,-2.15601,-2.35183,1.40093,-3.93296
1.85,-0.755135,0.145535,-2.15587,-2.35223,1.40123,-3.93304
1.8501,-0.754771,0.145509,-2.15573,-2.35262,1.40152,-3.93311
1.8502,-0.754406,0.145483,-2.15559,-2.35301,1.40182,-3.93319
1.8503,-0.754041,0.145457,-2.15545,-2.35341,1.40211,-3.93327
1.8504,-0.753676,0.14543,-2.15531,-2.3538,1.4024,-3.93334
1.8505,-0.753311,0.145404,-2.15517,-2.35419,1.4027,-3.93342
1.8506,-0.752947,0.145378,-2.15503,-2.35459,1.40299,-3.9335
1.8507,-0.752582,0.145351,-2.15489,-2.35498,1.40329,-3.93357
1.8508,-0.752217,0.145325,-2.15475,-2.35537,1.40358,-3.93365
1.8509,-0.751852,0.145298,-2.15461,-2.35577,1.40388,-3.93372
1.851,-0.751487,0.145272,-2.15447,-2.35616,1.40417,-3.9338
1.8511,-0.751122,0.145245,-2.15433,-2.35655,1.40446,-3.93388
