t,x,z,th1,th2,dth1,dth2
0.5227,1.65442,-0.962636,-0.821121,0.588296,-2.93643,1.79769
0.5228,1.65418,-0.962947,-0.821414,0.588476,-2.93678,1.79758
0.5229,1.65394,-0.963258,-0.821708,0.588656,-2.93712,1.79747
0.523,1.6537,-0.963569,-0.822002,0.588836,-2.93747,1.79735
0.5231,1.65345,-0.96388,-0.822295,0.589015,-2.93781,1.79724
0.5232,1.65321,-0.964191,-0.822589,0.589195,-2.93815,1.79712
0.5233,1.65297,-0.964502,-0.822883,0.589375,-2.9385,1.79701
0.5234,1.65273,-0.964813,-0.823177,0.589555,-2.93884,1.79689
0.5235,1.65249,-0.965123,-0.823471,0.589734,-2.93919,1.79677
0.5236,1.65225,-0.965434,-0.823765,0.589914,-2.93953,1.79666
0.5237,1.652,-0.965745,-0.824059,0.590094,-2.93987,1.79654
0.5238,1.65176,-0.966056,-0.824353,0.590273,-2.94022,1.79642
0.5239,1.65152,-0.966367,-0.824647,0.590453,-2.94056,1.79631
0.524,1.65128,-0.966678,-0.824941,0.590632,-2.9409,1.79619
0.5241,1.65103,-0.966989,-0.825235,0.590812,-2.94124,1.79607
0.5242,1.65079,-0.9673,-0.825529,0.590992,-2.94159,1.79595
0.5243,1.65055,-0.967611,-0.825823,0.591171,-2.94193,1.79583
0.5244,1.6503,-0.967922,-0.826117,0.591351,-2.94227,1.79571
0.5245,1.65006,-0.968233,-0.826412,0.59153,-2.94261,1.79559
0.5246,1.64982,-0.968544,-0.826706,0.59171,-2.94295,1.79547
0.5247,1.64957,-0.968854,-0.827,0.591889,-2.94329,1.79535
0.5248,1.64933,-0.969165,-0.827295,0.592069,-2.94364,1.79523
0.5249,1.64909,-0.969476,-0.827589,0.592249,-2.94398,1.79511
0.525,1.64884,-0.969787,-0.827883,0.592428,-2.94432,1.79499
0.5251,1.6486,-0.970098,-0.828178,0.592608,-2.94466,1.79487
0.5252,1.64836,-0.970409,-0.828472,0.592787,-2.945,1.79475
0.5253,1.64811,-0.97072,-0.828767,0.592966,-2.94534,1.79463
0.5254,1.64787,-0.971031,-0.829061,0.593146,-2.94568,1.7945
0.5255,1.64762,-0.971342,-0.829356,0.593325,-2.94602,1.79438
0.5256,1.64738,-0.971653,-0.829651,0.593505,-2.94636,1.79426
0.5257,1.64714,-0.971964,-0.829945,0.593684,-2.9467,1.79413
0.5258,1.64689,-0.972275,-0.83024,0.593864,-2.94704,1.79401
0.5259,1.64665,-0.972586,-0.830535,0.594043,-2.94738,1.79389
0.526,1.6464,-0.972897,-0.830829,0.594222,-2.94772,1.79376
0.5261,1.64616,-0.973207,-0.831124,0.594402,-2.94806,1.79364
0.5262,1.64591,-0.973518,-0.831419,0.594581,-2.9484,1.79351
0.5263,1.64567,-0.973829,-0.831714,0.59476,-2.94873,1.79339
0.5264,1.64542,-0.97414,-0.832009,0.59494,-2.94907,1.79326
0.5265,1.64518,-0.974451,-0.832304,0.595119,-2.94941,1.79313
0.5266,1.64493,-0.974762,-0.832599,0.595298,-2.94975,1.79301
0.5267,1.64469,-0.975073,-0.832894,0.595478,-2.95009,1.79288
0.5268,1.64444,-0.975384,-0.833189,0.595657,-2.95042,1.79275
0.5269,1.6442,-0.975695,-0.833484,0.595836,-2.95076,1.79263
0.527,1.64395,-0.976006,-0.833779,0.596016,-2.9511,1.7925
0.5271,1.6437,-0.976317,-0.834074,0.596195,-2.95144,1.79237
0.5272,1.64346,-0.976628,-0.834369,0.596374,-2.95177,1.79224
0.5273,1.64321,-0.976939,-0.834664,0.596553,-2.95211,1.79211
0.5274,1.64297,-0.97725,-0.83496,0.596732,-2.95245,1.79198
0.5275,1.64272,-0.977561,-0.835255,0.596912,-2.95278,1.79185
0.5276,1.64247,-0.977872,-0.83555,0.597091,-2.95312,1.79172
0.5277,1.64223,-0.978182,-0.835845,0.59727,-2.95345,1.79159
0.5278,1.64198,-0.978493,-0.836141,0.597449,-2.95379,1.79146
0.5279,1.64173,-0.978804,-0.836436,0.597628,-2.95413,1.79133
0.528,1.64149,-0.979115,-0.836732,0.597807,-2.95446,1.7912
0.5281,1.64124,-0.979426,-0.837027,0.597987,-2.9548,1.79107
0.5282,1.64099,-0.979737,-0.837323,0.598166,-2.95513,1.79094
0.5283,1.64074,-0.980048,-0.837618,0.598345,-2.95547,1.79081
0.5284,1.6405,-0.980359,-0.837914,0.598524,-2.9558,1.79067
0.5285,1.64025,-0.98067,-0.838209,0.598703,-2.95614,1.79054
0.5286,1.64,-0.980981,-0.838505,0.598882,-2.95647,1.79041
0.5287,1.63976,-0.981292,-0.838801,0.599061,-2.95681,1.79027
0.5288,1.63951,-0.981603,-0.839096,0.59924,-2.95714,1.79014
0.5289,1.63926,-0.981914,-0.839392,0.599419,-2.95747,1.79
0.529,1.63901,-0.982225,-0.839688,0.599598,-2.95781,1.78987
0.5291,1.63876,-0.982536,-0.839984,0.599777,-2.95814,1.78973
0.5292,1.63852,-0.982847,-0.840279,0.599956,-2.95847,1.7896
0.5293,1.63827,-0.983157,-0.840575,0.600135,-2.95881,1.78946
0.5294,1.63802,-0.983468,-0.840871,0.600314,-2.95914,1.78933
0.5295,1.63777,-0.983779,-0.841167,0.600493,-2.95947,1.78919
0.5296,1.63752,-0.98409,-0.841463,0.600672,-2.95981,1.78905
0.5297,1.63727,-0.984401,-0.841759,0.600851,-2.96014,1.78892
0.5298,1.63702,-0.984712,-0.842055,0.601029,-2.96047,1.78878
0.5299,1.63678,-0.985023,-0.842351,0.601208,-2.9608,1.78864
0.53,1.63653,-0.985334,-0.842647,0.601387,-2.96113,1.7885
0.5301,1.63628,-0.985645,-0.842943,0.601566,-2.96147,1.78837
0.5302,1.63603,-0.985956,-0.84324,0.601745,-2.9618,1.78823
0.5303,1.63578,-0.986267,-0.843536,0.601924,-2.96213,1.78809
0.5304,1.63553,-0.986578,-0.843832,0.602102,-2.96246,1.78795
0.5305,1.63528,-0.986889,-0.844128,0.602281,-2.96279,1.78781
0.5306,1.63503,-0.9872,-0.844425,0.60246,-2.96312,1.78767
0.5307,1.63478,-0.98751,-0.844721,0.602639,-2.96345,1.78753
0.5308,1.63453,-0.987821,-0.845017,0.602817,-2.96378,1.78739
0.5309,1.63428,-0.988132,-0.845314,0.602996,-2.96411,1.78725
0.531,1.63403,-0.988443,-0.84561,0.603175,-2.96444,1.78711
0.5311,1.63378,-0.988754,-0.845907,0.603354,-2.96477,1.78696
0.5312,1.63353,-0.989065,-0.846203,0.603532,-2.9651,1.78682
0.5313,1.63328,-0.989376,-0.8465,0.603711,-2.96543,1.78668
0.5314,1.63303,-0.989687,-0.846796,0.60389,-2.96576,1.78654
0.5315,1.63278,-0.989998,-0.847093,0.604068,-2.96609,1.78639
0.5316,1.63253,-0.990309,-0.847389,0.604247,-2.96642,1.78625
0.5317,1.63228,-0.99062,-0.847686,0.604426,-2.96675,1.78611
0.5318,1.63203,-0.99093,-0.847983,0.604604,-2.96708,1.78596
0.5319,1.63178,-0.991241,-0.848279,0.604783,-2.96741,1.78582
0.532,1.63152,-0.991552,-0.848576,0.604961,-2.96773,1.78567
0.5321,1.63127,-0.991863,-0.848873,0.60514,-2.96806,1.78553
0.5322,1.63102,-0.992174,-0.84917,0.605318,-2.96839,1.78538
0.5323,1.63077,-0.992485,-0.849467,0.605497,-2.96872,1.78524
0.5324,1.63052,-0.992796,-0.849764,0.605675,-2.96905,1.78509
0.5325,1.63027,-0.993107,-0.85006,0.605854,-2.96937,1.78494
0.5326,1.63002,-0.993418,-0.850357,0.606032,-2.9697,1.7848
0.5327,1.62976,-0.993728,-0.850654,0.606211,-2.97003,1.78465
0.5328,1.62951,-0.994039,-0.850951,0.606389,-2.97035,1.7845
0.5329,1.62926,-0.99435,-0.851248,0.606568,-2.97068,1.78435
0.533,1.62901,-0.994661,-0.851546,0.606746,-2.97101,1.7842
0.5331,1.62875,-0.994972,-0.851843,0.606925,-2.97133,1.78406
0.5332,1.6285,-0.995283,-0.85214,0.607103,-2.97166,1.78391
0.5333,1.62825,-0.995594,-0.852437,0.607281,-2.97199,1.78376
0.5334,1.628,-0.995905,-0.852734,0.60746,-2.97231,1.78361
0.5335,1.62774,-0.996215,-0.853031,0.607638,-2.97264,1.78346
0.5336,1.62749,-0.996526,-0.853329,0.607817,-2.97296,1.78331
0.5337,1.62724,-0.996837,-0.853626,0.607995,-2.97329,1.78316
0.5338,1.62699,-0.997148,-0.853923,0.608173,-2.97361,1.78301
0.5339,1.62673,-0.997459,-0.854221,0.608351,-2.97394,1.78286
0.534,1.62648,-0.99777,-0.854518,0.60853,-2.97426,1.7827
0.5341,1.62623,-0.998081,-0.854816,0.608708,-2.97459,1.78255
0.5342,1.62597,-0.998392,-0.855113,0.608886,-2.97491,1.7824
0.5343,1.62572,-0.998702,-0.855411,0.609064,-2.97523,1.78225
0.5344,1.62546,-0.999013,-0.855708,0.609243,-2.97556,1.78209
0.5345,1.62521,-0.999324,-0.856006,0.609421,-2.97588,1.78194
0.5346,1.62496,-0.999635,-0.856303,0.609599,-2.97621,1.78179
0.5347,1.6247,-0.999946,-0.856601,0.609777,-2.97653,1.78163
0.5348,1.62445,-1.00026,-0.856899,0.609955,-2.97685,1.78148
0.5349,1.62419,-1.00057,-0.857196,0.610134,-2.97717,1.78132
0.535,1.62394,-1.00088,-0.857494,0.610312,-2.9775,1.78117
0.5351,1.62369,-1.00119,-0.857792,0.61049,-2.97782,1.78101
0.5352,1.62343,-1.0015,-0.85809,0.610668,-2.97814,1.78086
0.5353,1.62318,-1.00181,-0.858387,0.610846,-2.97846,1.7807
0.5354,1.62292,-1.00212,-0.858685,0.611024,-2.97879,1.78054
0.5355,1.62267,-1.00243,-0.858983,0.611202,-2.97911,1.78039
0.5356,1.62241,-1.00274,-0.859281,0.61138,-2.97943,1.78023
0.5357,1.62216,-1.00305,-0.859579,0.611558,-2.97975,1.78007
0.5358,1.6219,-1.00336,-0.859877,0.611736,-2.98007,1.77991
0.5359,1.62165,-1.00368,-0.860175,0.611914,-2.98039,1.77976
0.536,1.62139,-1.00399,-0.860473,0.612092,-2.98071,1.7796
0.5361,1.62113,-1.0043,-0.860771,0.61227,-2.98104,1.77944
0.5362,1.62088,-1.00461,-0.861069,0.612448,-2.98136,1.77928
0.5363,1.62062,-1.00492,-0.861368,0.612626,-2.98168,1.77912
0.5364,1.62037,-1.00523,-0.861666,0.612804,-2.982,1.77896
0.5365,1.62011,-1.00554,-0.861964,0.612982,-2.98232,1.7788
0.5366,1.61986,-1.00585,-0.862262,0.61316,-2.98264,1.77864
0.5367,1.6196,-1.00616,-0.86256,0.613337,-2.98296,1.77848
0.5368,1.61934,-1.00647,-0.862859,0.613515,-2.98328,1.77832
0.5369,1.61909,-1.00678,-0.863157,0.613693,-2.98359,1.77816
0.537,1.61883,-1.00709,-0.863455,0.613871,-2.98391,1.77799
0.5371,1.61857,-1.0074,-0.863754,0.614049,-2.98423,1.77783
0.5372,1.61832,-1.00772,-0.864052,0.614226,-2.98455,1.77767
0.5373,1.61806,-1.00803,-0.864351,0.614404,-2.98487,1.77751
0.5374,1.6178,-1.00834,-0.864649,0.614582,-2.98519,1.77734
0.5375,1.61755,-1.00865,-0.864948,0.61476,-2.98551,1.77718
0.5376,1.61729,-1.00896,-0.865246,0.614937,-2.98582,1.77701
0.5377,1.61703,-1.00927,-0.865545,0.615115,-2.98614,1.77685
0.5378,1.61677,-1.00958,-0.865844,0.615293,-2.98646,1.77669
0.5379,1.61652,-1.00989,-0.866142,0.61547,-2.98678,1.77652
0.538,1.61626,-1.0102,-0.866441,0.615648,-2.98709,1.77636
0.5381,1.616,-1.01051,-0.86674,0.615826,-2.98741,1.77619
0.5382,1.61574,-1.01082,-0.867038,0.616003,-2.98773,1.77602
0.5383,1.61549,-1.01113,-0.867337,0.616181,-2.98804,1.77586
0.5384,1.61523,-1.01144,-0.867636,0.616358,-2.98836,1.77569
0.5385,1.61497,-1.01175,-0.867935,0.616536,-2.98868,1.77552
0.5386,1.61471,-1.01207,-0.868234,0.616714,-2.98899,1.77536
0.5387,1.61445,-1.01238,-0.868533,0.616891,-2.98931,1.77519
0.5388,1.61419,-1.01269,-0.868832,0.617069,-2.98963,1.77502
0.5389,1.61394,-1.013,-0.869131,0.617246,-2.98994,1.77485
0.539,1.61368,-1.01331,-0.86943,0.617424,-2.99026,1.77468
0.5391,1.61342,-1.01362,-0.869729,0.617601,-2.99057,1.77451
0.5392,1.61316,-1.01393,-0.870028,0.617778,-2.99089,1.77434
0.5393,1.6129,-1.01424,-0.870327,0.617956,-2.9912,1.77417
0.5394,1.61264,-1.01455,-0.870626,0.618133,-2.99152,1.774
0.5395,1.61238,-1.01486,-0.870925,0.618311,-2.99183,1.77383
0.5396,1.61212,-1.01517,-0.871224,0.618488,-2.99214,1.77366
0.5397,1.61186,-1.01548,-0.871524,0.618665,-2.99246,1.77349
0.5398,1.6116,-1.01579,-0.871823,0.618843,-2.99277,1.77332
0.5399,1.61134,-1.0161,-0.872122,0.61902,-2.99309,1.77315
0.54,1.61108,-1.01641,-0.872421,0.619197,-2.9934,1.77298
0.5401,1.61082,-1.01673,-0.872721,0.619375,-2.99371,1.7728
0.5402,1.61056,-1.01704,-0.87302,0.619552,-2.99403,1.77263
0.5403,1.6103,-1.01735,-0.87332,0.619729,-2.99434,1.77246
0.5404,1.61004,-1.01766,-0.873619,0.619906,-2.99465,1.77228
0.5405,1.60978,-1.01797,-0.873919,0.620084,-2.99496,1.77211
0.5406,1.60952,-1.01828,-0.874218,0.620261,-2.99528,1.77193
0.5407,1.60926,-1.01859,-0.874518,0.620438,-2.99559,1.77176
0.5408,1.609,-1.0189,-0.874817,0.620615,-2.9959,1.77158
0.5409,1.60874,-1.01921,-0.875117,0.620792,-2.99621,1.77141
0.541,1.60848,-1.01952,-0.875416,0.620969,-2.99652,1.77123
0.5411,1.60822,-1.01983,-0.875716,0.621147,-2.99683,1.77106
0.5412,1.60796,-1.02014,-0.876016,0.621324,-2.99715,1.77088
0.5413,1.6077,-1.02045,-0.876316,0.621501,-2.99746,1.7707
0.5414,1.60744,-1.02076,-0.876615,0.621678,-2.99777,1.77053
0.5415,1.60717,-1.02107,-0.876915,0.621855,-2.99808,1.77035
0.5416,1.60691,-1.02138,-0.877215,0.622032,-2.99839,1.77017
0.5417,1.60665,-1.02169,-0.877515,0.622209,-2.9987,1.76999
0.5418,1.60639,-1.022,-0.877815,0.622386,-2.99901,1.76982
0.5419,1.60613,-1.02232,-0.878115,0.622563,-2.99932,1.76964
0.542,1.60587,-1.02263,-0.878415,0.62274,-2.99963,1.76946
0.5421,1.6056,-1.02294,-0.878715,0.622917,-2.99994,1.76928
0.5422,1.60534,-1.02325,-0.879015,0.623094,-3.00025,1.7691
0.5423,1.60508,-1.02356,-0.879315,0.623271,-3.00056,1.76892
0.5424,1.60482,-1.02387,-0.879615,0.623447,-3.00087,1.76874
0.5425,1.60455,-1.02418,-0.879915,0.623624,-3.00117,1.76856
0.5426,1.60429,-1.02449,-0.880215,0.623801,-3.00148,1.76837
0.5427,1.60403,-1.0248,-0.880515,0.623978,-3.00179,1.76819
0.5428,1.60377,-1.02511,-0.880815,0.624155,-3.0021,1.76801
0.5429,1.6035,-1.02542,-0.881115,0.624332,-3.00241,1.76783
0.543,1.60324,-1.02573,-0.881416,0.624508,-3.00272,1.76765
0.5431,1.60298,-1.02604,-0.881716,0.624685,-3.00302,1.76746
0.5432,1.60271,-1.02635,-0.882016,0.624862,-3.00333,1.76728
0.5433,1.60245,-1.02666,-0.882317,0.625039,-3.00364,1.7671
0.5434,1.60219,-1.02697,-0.882617,0.625215,-3.00395,1.76691
0.5435,1.60192,-1.02728,-0.882917,0.625392,-3.00425,1.76673
0.5436,1.60166,-1.02759,-0.883218,0.625569,-3.00456,1.76654
0.5437,1.6014,-1.0279,-0.883518,0.625745,-3.00487,1.76636
0.5438,1.60113,-1.02821,-0.883819,0.625922,-3.00517,1.76617
0.5439,1.60087,-1.02852,-0.884119,0.626099,-3.00548,1.76599
0.544,1.6006,-1.02883,-0.88442,0.626275,-3.00578,1.7658
0.5441,1.60034,-1.02915,-0.884721,0.626452,-3.00609,1.76561
0.5442,1.60007,-1.02946,-0.885021,0.626628,-3.00639,1.76543
0.5443,1.59981,-1.02977,-0.885322,0.626805,-3.0067,1.76524
0.5444,1.59955,-1.03008,-0.885623,0.626981,-3.00701,1.76505
0.5445,1.59928,-1.03039,-0.885923,0.627158,-3.00731,1.76487
0.5446,1.59902,-1.0307,-0.886224,0.627334,-3.00762,1.76468
0.5447,1.59875,-1.03101,-0.886525,0.627511,-3.00792,1.76449
0.5448,1.59849,-1.03132,-0.886826,0.627687,-3.00822,1.7643
0.5449,1.59822,-1.03163,-0.887126,0.627864,-3.00853,1.76411
0.545,1.59796,-1.03194,-0.887427,0.62804,-3.00883,1.76392
0.5451,1.59769,-1.03225,-0.887728,0.628216,-3.00914,1.76373
0.5452,1.59743,-1.03256,-0.888029,0.628393,-3.00944,1.76354
0.5453,1.59716,-1.03287,-0.88833,0.628569,-3.00974,1.76335
0.5454,1.59689,-1.03318,-0.888631,0.628745,-3.01005,1.76316
0.5455,1.59663,-1.03349,-0.888932,0.628922,-3.01035,1.76297
0.5456,1.59636,-1.0338,-0.889233,0.629098,-3.01065,1.76278
0.5457,1.5961,-1.03411,-0.889534,0.629274,-3.01096,1.76258
0.5458,1.59583,-1.03442,-0.889835,0.629451,-3.01126,1.76239
0.5459,1.59556,-1.03473,-0.890136,0.629627,-3.01156,1.7622
0.546,1.5953,-1.03504,-0.890438,0.629803,-3.01186,1.76201
0.5461,1.59503,-1.03535,-0.890739,0.629979,-3.01216,1.76181
0.5462,1.59477,-1.03566,-0.89104,0.630155,-3.01247,1.76162
0.5463,1.5945,-1.03597,-0.891341,0.630331,-3.01277,1.76143
0.5464,1.59423,-1.03628,-0.891643,0.630508,-3.01307,1.76123
0.5465,1.59397,-1.03659,-0.891944,0.630684,-3.01337,1.76104
0.5466,1.5937,-1.0369,-0.892245,0.63086,-3.01367,1.76084
0.5467,1.59343,-1.03721,-0.892547,0.631036,-3.01397,1.76065
0.5468,1.59316,-1.03752,-0.892848,0.631212,-3.01427,1.76045
0.5469,1.5929,-1.03783,-0.89315,0.631388,-3.01457,1.76025
0.547,1.59263,-1.03814,-0.893451,0.631564,-3.01487,1.76006
0.5471,1.59236,-1.03845,-0.893752,0.63174,-3.01517,1.75986
0.5472,1.59209,-1.03876,-0.894054,0.631916,-3.01547,1.75966
0.5473,1.59183,-1.03907,-0.894356,0.632092,-3.01577,1.75947
0.5474,1.59156,-1.03938,-0.894657,0.632268,-3.01607,1.75927
0.5475,1.59129,-1.03969,-0.894959,0.632444,-3.01637,1.75907
0.5476,1.59102,-1.04,-0.89526,0.63262,-3.01667,1.75887
0.5477,1.59076,-1.04031,-0.895562,0.632796,-3.01697,1.75867
0.5478,1.59049,-1.04062,-0.895864,0.632971,-3.01727,1.75847
0.5479,1.59022,-1.04093,-0.896166,0.633147,-3.01757,1.75827
0.548,1.58995,-1.04124,-0.896467,0.633323,-3.01786,1.75807
0.5481,1.58968,-1.04155,-0.896769,0.633499,-3.01816,1.75787
0.5482,1.58941,-1.04186,-0.897071,0.633675,-3.01846,1.75767
0.5483,1.58914,-1.04217,-0.897373,0.63385,-3.01876,1.75747
0.5484,1.58888,-1.04248,-0.897675,0.634026,-3.01906,1.75727
0.5485,1.58861,-1.04279,-0.897977,0.634202,-3.01935,1.75707
0.5486,1.58834,-1.0431,-0.898279,0.634378,-3.01965,1.75687
0.5487,1.58807,-1.04341,-0.898581,0.634553,-3.01995,1.75666
0.5488,1.5878,-1.04372,-0.898883,0.634729,-3.02024,1.75646
0.5489,1.58753,-1.04403,-0.899185,0.634904,-3.02054,1.75626
0.549,1.58726,-1.04434,-0.899487,0.63508,-3.02084,1.75605
0.5491,1.58699,-1.04465,-0.899789,0.635256,-3.02113,1.75585
0.5492,1.58672,-1.04496,-0.900091,0.635431,-3.02143,1.75565
0.5493,1.58645,-1.04527,-0.900393,0.635607,-3.02172,1.75544
0.5494,1.58618,-1.04558,-0.900695,0.635782,-3.02202,1.75524
0.5495,1.58591,-1.04589,-0.900998,0.635958,-3.02232,1.75503
0.5496,1.58564,-1.0462,-0.9013,0.636133,-3.02261,1.75483
0.5497,1.58537,-1.04651,-0.901602,0.636309,-3.02291,1.75462
0.5498,1.5851,-1.04682,-0.901904,0.636484,-3.0232,1.75441
0.5499,1.58483,-1.04713,-0.902207,0.63666,-3.0235,1.75421
0.55,1.58456,-1.04744,-0.902509,0.636835,-3.02379,1.754
0.5501,1.58429,-1.04775,-0.902811,0.637011,-3.02408,1.75379
0.5502,1.58402,-1.04806,-0.903114,0.637186,-3.02438,1.75359
0.5503,1.58375,-1.04837,-0.903416,0.637361,-3.02467,1.75338
0.5504,1.58347,-1.04868,-0.903719,0.637537,-3.02497,1.75317
0.5505,1.5832,-1.04899,-0.904021,0.637712,-3.02526,1.75296
0.5506,1.58293,-1.0493,-0.904324,0.637887,-3.02555,1.75275
0.5507,1.58266,-1.04961,-0.904626,0.638062,-3.02585,1.75254
0.5508,1.58239,-1.04992,-0.904929,0.638238,-3.02614,1.75233
0.5509,1.58212,-1.05023,-0.905232,0.638413,-3.02643,1.75212
0.551,1.58185,-1.05054,-0.905534,0.638588,-3.02672,1.75191
0.5511,1.58157,-1.05085,-0.905837,0.638763,-3.02702,1.7517
0.5512,1.5813,-1.05116,-0.90614,0.638938,-3.02731,1.75149
0.5513,1.58103,-1.05147,-0.906442,0.639114,-3.0276,1.75128
0.5514,1.58076,-1.05178,-0.906745,0.639289,-3.02789,1.75107
0.5515,1.58049,-1.05209,-0.907048,0.639464,-3.02818,1.75085
0.5516,1.58021,-1.0524,-0.907351,0.639639,-3.02847,1.75064
0.5517,1.57994,-1.05271,-0.907654,0.639814,-3.02877,1.75043
0.5518,1.57967,-1.05302,-0.907957,0.639989,-3.02906,1.75022
0.5519,1.5794,-1.05333,-0.90826,0.640164,-3.02935,1.75
0.552,1.57912,-1.05364,-0.908562,0.640339,-3.02964,1.74979
0.5521,1.57885,-1.05395,-0.908865,0.640514,-3.02993,1.74957
0.5522,1.57858,-1.05426,-0.909168,0.640689,-3.03022,1.74936
0.5523,1.5783,-1.05457,-0.909471,0.640864,-3.03051,1.74914
0.5524,1.57803,-1.05488,-0.909775,0.641039,-3.0308,1.74893
0.5525,1.57776,-1.05519,-0.910078,0.641214,-3.03109,1.74871
0.5526,1.57748,-1.0555,-0.910381,0.641388,-3.03138,1.7485
0.5527,1.57721,-1.05581,-0.910684,0.641563,-3.03167,1.74828
0.5528,1.57694,-1.05612,-0.910987,0.641738,-3.03196,1.74806
0.5529,1.57666,-1.05643,-0.91129,0.641913,-3.03224,1.74785
0.553,1.57639,-1.05674,-0.911594,0.642088,-3.03253,1.74763
0.5531,1.57612,-1.05705,-0.911897,0.642262,-3.03282,1.74741
0.5532,1.57584,-1.05736,-0.9122,0.642437,-3.03311,1.74719
0.5533,1.57557,-1.05766,-0.912503,0.642612,-3.0334,1.74698
0.5534,1.57529,-1.05797,-0.912807,0.642787,-3.03369,1.74676
0.5535,1.57502,-1.05828,-0.91311,0.642961,-3.03397,1.74654
0.5536,1.57474,-1.05859,-0.913414,0.643136,-3.03426,1.74632
0.5537,1.57447,-1.0589,-0.913717,0.64331,-3.03455,1.7461
0.5538,1.57419,-1.05921,-0.914021,0.643485,-3.03484,1.74588
0.5539,1.57392,-1.05952,-0.914324,0.64366,-3.03512,1.74566
0.554,1.57364,-1.05983,-0.914628,0.643834,-3.03541,1.74544
0.5541,1.57337,-1.06014,-0.914931,0.644009,-3.0357,1.74522
0.5542,1.57309,-1.06045,-0.915235,0.644183,-3.03598,1.74499
0.5543,1.57282,-1.06076,-0.915538,0.644358,-3.03627,1.74477
0.5544,1.57254,-1.06107,-0.915842,0.644532,-3.03655,1.74455
0.5545,1.57227,-1.06138,-0.916146,0.644707,-3.03684,1.74433
0.5546,1.57199,-1.06169,-0.916449,0.644881,-3.03712,1.7441
0.5547,1.57172,-1.062,-0.916753,0.645055,-3.03741,1.74388
0.5548,1.57144,-1.06231,-0.917057,0.64523,-3.0377,1.74366
0.5549,1.57117,-1.06262,-0.917361,0.645404,-3.03798,1.74343
0.555,1.57089,-1.06293,-0.917664,0.645579,-3.03826,1.74321
0.5551,1.57061,-1.06323,-0.917968,0.645753,-3.03855,1.74298
0.5552,1.57034,-1.06354,-0.918272,0.645927,-3.03883,1.74276
0.5553,1.57006,-1.06385,-0.918576,0.646101,-3.03912,1.74253
0.5554,1.56978,-1.06416,-0.91888,0.646276,-3.0394,1.74231
0.5555,1.56951,-1.06447,-0.919184,0.64645,-3.03969,1.74208
0.5556,1.56923,-1.06478,-0.919488,0.646624,-3.03997,1.74186
0.5557,1.56895,-1.06509,-0.919792,0.646798,-3.04025,1.74163
0.5558,1.56868,-1.0654,-0.920096,0.646972,-3.04054,1.7414
0.5559,1.5684,-1.06571,-0.9204,0.647147,-3.04082,1.74117
0.556,1.56812,-1.06602,-0.920704,0.647321,-3.0411,1.74095
0.5561,1.56785,-1.06633,-0.921008,0.647495,-3.04138,1.74072
0.5562,1.56757,-1.06664,-0.921312,0.647669,-3.04167,1.74049
0.5563,1.56729,-1.06695,-0.921617,0.647843,-3.04195,1.74026
0.5564,1.56701,-1.06726,-0.921921,0.648017,-3.04223,1.74003
0.5565,1.56674,-1.06756,-0.922225,0.648191,-3.04251,1.7398
0.5566,1.56646,-1.06787,-0.922529,0.648365,-3.04279,1.73957
0.5567,1.56618,-1.06818,-0.922834,0.648539,-3.04307,1.73934
0.5568,1.5659,-1.06849,-0.923138,0.648713,-3.04336,1.73911
0.5569,1.56562,-1.0688,-0.923442,0.648887,-3.04364,1.73888
0.557,1.56535,-1.06911,-0.923747,0.64906,-3.04392,1.73865
0.5571,1.56507,-1.06942,-0.924051,0.649234,-3.0442,1.73842
0.5572,1.56479,-1.06973,-0.924355,0.649408,-3.04448,1.73818
0.5573,1.56451,-1.07004,-0.92466,0.649582,-3.04476,1.73795
0.5574,1.56423,-1.07035,-0.924964,0.649756,-3.04504,1.73772
0.5575,1.56395,-1.07066,-0.925269,0.649929,-3.04532,1.73749
0.5576,1.56367,-1.07097,-0.925573,0.650103,-3.0456,1.73725
0.5577,1.56339,-1.07127,-0.925878,0.650277,-3.04588,1.73702
0.5578,1.56312,-1.07158,-0.926183,0.650451,-3.04616,1.73678
0.5579,1.56284,-1.07189,-0.926487,0.650624,-3.04644,1.73655
0.558,1.56256,-1.0722,-0.926792,0.650798,-3.04671,1.73631
0.5581,1.56228,-1.07251,-0.927097,0.650972,-3.04699,1.73608
0.5582,1.562,-1.07282,-0.927401,0.651145,-3.04727,1.73584
0.5583,1.56172,-1.07313,-0.927706,0.651319,-3.04755,1.73561
0.5584,1.56144,-1.07344,-0.928011,0.651492,-3.04783,1.73537
0.5585,1.56116,-1.07375,-0.928316,0.651666,-3.04811,1.73513
0.5586,1.56088,-1.07406,-0.92862,0.651839,-3.04838,1.7349
0.5587,1.5606,-1.07436,-0.928925,0.652013,-3.04866,1.73466
0.5588,1.56032,-1.07467,-0.92923,0.652186,-3.04894,1.73442
0.5589,1.56004,-1.07498,-0.929535,0.65236,-3.04922,1.73418
0.559,1.55976,-1.07529,-0.92984,0.652533,-3.04949,1.73395
0.5591,1.55948,-1.0756,-0.930145,0.652706,-3.04977,1.73371
0.5592,1.5592,-1.07591,-0.93045,0.65288,-3.05005,1.73347
0.5593,1.55892,-1.07622,-0.930755,0.653053,-3.05032,1.73323
0.5594,1.55864,-1.07653,-0.93106,0.653226,-3.0506,1.73299
0.5595,1.55835,-1.07683,-0.931365,0.6534,-3.05087,1.73275
