t,th1,th2,dth1,dth2
3.2166,-0.779483,-7.5622,-2.21772,-1.19416
3.2167,-0.779705,-7.56232,-2.21842,-1.19301
3.2168,-0.779927,-7.56244,-2.21912,-1.19186
3.2169,-0.780148,-7.56255,-2.21981,-1.19071
3.217,-0.78037,-7.56267,-2.22051,-1.18956
3.2171,-0.780593,-7.56279,-2.22121,-1.18841
3.2172,-0.780815,-7.56291,-2.2219,-1.18726
3.2173,-0.781037,-7.56303,-2.2226,-1.18611
3.2174,-0.781259,-7.56315,-2.2233,-1.18496
3.2175,-0.781482,-7.56327,-2.22399,-1.18381
3.2176,-0.781704,-7.56339,-2.22469,-1.18266
3.2177,-0.781927,-7.5635,-2.22539,-1.18151
3.2178,-0.782149,-7.56362,-2.22608,-1.18036
3.2179,-0.782372,-7.56374,-2.22678,-1.17921
3.218,-0.782594,-7.56386,-2.22747,-1.17806
3.2181,-0.782817,-7.56398,-2.22817,-1.17691
3.2182,-0.78304,-7.56409,-2.22886,-1.17576
3.2183,-0.783263,-7.56421,-2.22956,-1.17461
3.2184,-0.783486,-7.56433,-2.23025,-1.17346
3.2185,-0.783709,-7.56445,-2.23095,-1.17231
3.2186,-0.783932,-7.56456,-2.23164,-1.17116
3.2187,-0.784155,-7.56468,-2.23233,-1.17001
3.2188,-0.784379,-7.5648,-2.23303,-1.16886
3.2189,-0.784602,-7.56491,-2.23372,-1.16771
3.219,-0.784825,-7.56503,-2.23442,-1.16656
3.2191,-0.785049,-7.56515,-2.23511,-1.1654
3.2192,-0.785272,-7.56526,-2.2358,-1.16425
3.2193,-0.785496,-7.56538,-2.2365,-1.1631
3.2194,-0.78572,-7.5655,-2.23719,-1.16195
3.2195,-0.785943,-7.56561,-2.23788,-1.1608
3.2196,-0.786167,-7.56573,-2.23857,-1.15965
3.2197,-0.786391,-7.56584,-2.23927,-1.1585
3.2198,-0.786615,-7.56596,-2.23996,-1.15735
3.2199,-0.786839,-7.56608,-2.24065,-1.1562
3.22,-0.787063,-7.56619,-2.24134,-1.15505
3.2201,-0.787287,-7.56631,-2.24204,-1.15389
3.2202,-0.787512,-7.56642,-2.24273,-1.15274
3.2203,-0.787736,-7.56654,-2.24342,-1.15159
3.2204,-0.78796,-7.56665,-2.24411,-1.15044
3.2205,-0.788185,-7.56677,-2.2448,-1.14929
3.2206,-0.788409,-7.56688,-2.24549,-1.14814
3.2207,-0.788634,-7.567,-2.24618,-1.14699
3.2208,-0.788859,-7.56711,-2.24687,-1.14584
3.2209,-0.789083,-7.56723,-2.24756,-1.14468
3.221,-0.789308,-7.56734,-2.24826,-1.14353
3.2211,-0.789533,-7.56745,-2.24895,-1.14238
3.2212,-0.789758,-7.56757,-2.24964,-1.14123
3.2213,-0.789983,-7.56768,-2.25033,-1.14008
3.2214,-0.790208,-7.5678,-2.25102,-1.13893
3.2215,-0.790433,-7.56791,-2.25171,-1.13778
3.2216,-0.790658,-7.56802,-2.25239,-1.13662
3.2217,-0.790884,-7.56814,-2.25308,-1.13547
3.2218,-0.791109,-7.56825,-2.25377,-1.13432
3.2219,-0.791334,-7.56836,-2.25446,-1.13317
3.222,-0.79156,-7.56848,-2.25515,-1.13202
3.2221,-0.791785,-7.56859,-2.25584,-1.13087
3.2222,-0.792011,-7.5687,-2.25653,-1.12971
3.2223,-0.792237,-7.56882,-2.25722,-1.12856
3.2224,-0.792462,-7.56893,-2.2579,-1.12741
3.2225,-0.792688,-7.56904,-2.25859,-1.12626
3.2226,-0.792914,-7.56915,-2.25928,-1.12511
3.2227,-0.79314,-7.56927,-2.25997,-1.12395
3.2228,-0.793366,-7.56938,-2.26066,-1.1228
3.2229,-0.793592,-7.56949,-2.26134,-1.12165
3.223,-0.793818,-7.5696,-2.26203,-1.1205
3.2231,-0.794045,-7.56972,-2.26272,-1.11935
3.2232,-0.794271,-7.56983,-2.2634,-1.11819
3.2233,-0.794497,-7.56994,-2.26409,-1.11704
3.2234,-0.794724,-7.57005,-2.26478,-1.11589
3.2235,-0.79495,-7.57016,-2.26546,-1.11474
3.2236,-0.795177,-7.57027,-2.26615,-1.11358
3.2237,-0.795403,-7.57039,-2.26684,-1.11243
3.2238,-0.79563,-7.5705,-2.26752,-1.11128
3.2239,-0.795857,-7.57061,-2.26821,-1.11013
3.224,-0.796084,-7.57072,-2.26889,-1.10898
3.2241,-0.796311,-7.57083,-2.26958,-1.10782
3.2242,-0.796538,-7.57094,-2.27026,-1.10667
3.2243,-0.796765,-7.57105,-2.27095,-1.10552
3.2244,-0.796992,-7.57116,-2.27163,-1.10437
3.2245,-0.797219,-7.57127,-2.27232,-1.10321
3.2246,-0.797446,-7.57138,-2.273,-1.10206
3.2247,-0.797674,-7.57149,-2.27369,-1.10091
3.2248,-0.797901,-7.5716,-2.27437,-1.09976
3.2249,-0.798129,-7.57171,-2.27506,-1.0986
3.225,-0.798356,-7.57182,-2.27574,-1.09745
3.2251,-0.798584,-7.57193,-2.27642,-1.0963
3.2252,-0.798811,-7.57204,-2.27711,-1.09515
3.2253,-0.799039,-7.57215,-2.27779,-1.09399
3.2254,-0.799267,-7.57226,-2.27847,-1.09284
3.2255,-0.799495,-7.57237,-2.27916,-1.09169
3.2256,-0.799723,-7.57248,-2.27984,-1.09053
3.2257,-0.799951,-7.57259,-2.28052,-1.08938
3.2258,-0.800179,-7.5727,-2.28121,-1.08823
3.2259,-0.800407,-7.5728,-2.28189,-1.08708
3.226,-0.800635,-7.57291,-2.28257,-1.08592
3.2261,-0.800864,-7.57302,-2.28325,-1.08477
3.2262,-0.801092,-7.57313,-2.28393,-1.08362
3.2263,-0.80132,-7.57324,-2.28462,-1.08246
3.2264,-0.801549,-7.57335,-2.2853,-1.08131
3.2265,-0.801777,-7.57346,-2.28598,-1.08016
3.2266,-0.802006,-7.57356,-2.28666,-1.079
3.2267,-0.802235,-7.57367,-2.28734,-1.07785
3.2268,-0.802464,-7.57378,-2.28802,-1.0767
3.2269,-0.802692,-7.57389,-2.2887,-1.07555
3.227,-0.802921,-7.57399,-2.28938,-1.07439
3.2271,-0.80315,-7.5741,-2.29006,-1.07324
3.2272,-0.803379,-7.57421,-2.29074,-1.07209
3.2273,-0.803608,-7.57432,-2.29142,-1.07093
3.2274,-0.803838,-7.57442,-2.2921,-1.06978
3.2275,-0.804067,-7.57453,-2.29278,-1.06863
3.2276,-0.804296,-7.57464,-2.29346,-1.06747
3.2277,-0.804526,-7.57474,-2.29414,-1.06632
3.2278,-0.804755,-7.57485,-2.29482,-1.06517
3.2279,-0.804984,-7.57496,-2.2955,-1.06401
3.228,-0.805214,-7.57506,-2.29618,-1.06286
3.2281,-0.805444,-7.57517,-2.29686,-1.06171
3.2282,-0.805673,-7.57527,-2.29754,-1.06055
3.2283,-0.805903,-7.57538,-2.29822,-1.0594
3.2284,-0.806133,-7.57549,-2.29889,-1.05825
3.2285,-0.806363,-7.57559,-2.29957,-1.05709
3.2286,-0.806593,-7.5757,-2.30025,-1.05594
3.2287,-0.806823,-7.5758,-2.30093,-1.05478
3.2288,-0.807053,-7.57591,-2.30161,-1.05363
3.2289,-0.807283,-7.57601,-2.30228,-1.05248
3.229,-0.807514,-7.57612,-2.30296,-1.05132
3.2291,-0.807744,-7.57622,-2.30364,-1.05017
3.2292,-0.807974,-7.57633,-2.30431,-1.04902
3.2293,-0.808205,-7.57643,-2.30499,-1.04786
3.2294,-0.808435,-7.57654,-2.30567,-1.04671
3.2295,-0.808666,-7.57664,-2.30634,-1.04555
3.2296,-0.808897,-7.57675,-2.30702,-1.0444
3.2297,-0.809127,-7.57685,-2.3077,-1.04325
3.2298,-0.809358,-7.57696,-2.30837,-1.04209
3.2299,-0.809589,-7.57706,-2.30905,-1.04094
3.23,-0.80982,-7.57717,-2.30972,-1.03979
3.2301,-0.810051,-7.57727,-2.3104,-1.03863
3.2302,-0.810282,-7.57737,-2.31107,-1.03748
3.2303,-0.810513,-7.57748,-2.31175,-1.03632
3.2304,-0.810744,-7.57758,-2.31242,-1.03517
3.2305,-0.810976,-7.57768,-2.3131,-1.03401
3.2306,-0.811207,-7.57779,-2.31377,-1.03286
3.2307,-0.811438,-7.57789,-2.31445,-1.03171
3.2308,-0.81167,-7.57799,-2.31512,-1.03055
3.2309,-0.811901,-7.5781,-2.3158,-1.0294
3.231,-0.812133,-7.5782,-2.31647,-1.02824
3.2311,-0.812365,-7.5783,-2.31714,-1.02709
3.2312,-0.812597,-7.5784,-2.31782,-1.02594
3.2313,-0.812828,-7.57851,-2.31849,-1.02478
3.2314,-0.81306,-7.57861,-2.31916,-1.02363
3.2315,-0.813292,-7.57871,-2.31984,-1.02247
3.2316,-0.813524,-7.57881,-2.32051,-1.02132
3.2317,-0.813756,-7.57892,-2.32118,-1.02016
3.2318,-0.813988,-7.57902,-2.32185,-1.01901
3.2319,-0.814221,-7.57912,-2.32253,-1.01786
3.232,-0.814453,-7.57922,-2.3232,-1.0167
3.2321,-0.814685,-7.57932,-2.32387,-1.01555
3.2322,-0.814918,-7.57942,-2.32454,-1.01439
3.2323,-0.81515,-7.57953,-2.32521,-1.01324
3.2324,-0.815383,-7.57963,-2.32589,-1.01208
3.2325,-0.815615,-7.57973,-2.32656,-1.01093
3.2326,-0.815848,-7.57983,-2.32723,-1.00977
3.2327,-0.816081,-7.57993,-2.3279,-1.00862
3.2328,-0.816314,-7.58003,-2.32857,-1.00747
3.2329,-0.816547,-7.58013,-2.32924,-1.00631
3.233,-0.816779,-7.58023,-2.32991,-1.00516
3.2331,-0.817013,-7.58033,-2.33058,-1.004
3.2332,-0.817246,-7.58043,-2.33125,-1.00285
3.2333,-0.817479,-7.58053,-2.33192,-1.00169
3.2334,-0.817712,-7.58063,-2.33259,-1.00054
3.2335,-0.817945,-7.58073,-2.33326,-0.999383
3.2336,-0.818179,-7.58083,-2.33393,-0.998228
3.2337,-0.818412,-7.58093,-2.3346,-0.997073
3.2338,-0.818646,-7.58103,-2.33527,-0.995918
3.2339,-0.818879,-7.58113,-2.33594,-0.994763
3.234,-0.819113,-7.58123,-2.3366,-0.993609
3.2341,-0.819346,-7.58133,-2.33727,-0.992454
3.2342,-0.81958,-7.58143,-2.33794,-0.991299
3.2343,-0.819814,-7.58153,-2.33861,-0.990144
3.2344,-0.820048,-7.58163,-2.33928,-0.988989
3.2345,-0.820282,-7.58173,-2.33995,-0.987834
3.2346,-0.820516,-7.58183,-2.34061,-0.986679
3.2347,-0.82075,-7.58192,-2.34128,-0.985524
3.2348,-0.820984,-7.58202,-2.34195,-0.984369
3.2349,-0.821218,-7.58212,-2.34262,-0.983214
3.235,-0.821453,-7.58222,-2.34328,-0.982059
3.2351,-0.821687,-7.58232,-2.34395,-0.980904
3.2352,-0.821921,-7.58242,-2.34462,-0.979749
3.2353,-0.822156,-7.58251,-2.34528,-0.978594
3.2354,-0.822391,-7.58261,-2.34595,-0.977439
3.2355,-0.822625,-7.58271,-2.34661,-0.976284
3.2356,-0.82286,-7.58281,-2.34728,-0.975129
3.2357,-0.823095,-7.5829,-2.34795,-0.973973
3.2358,-0.823329,-7.583,-2.34861,-0.972818
3.2359,-0.823564,-7.5831,-2.34928,-0.971663
3.236,-0.823799,-7.5832,-2.34994,-0.970508
3.2361,-0.824034,-7.58329,-2.35061,-0.969352
3.2362,-0.824269,-7.58339,-2.35127,-0.968197
3.2363,-0.824505,-7.58349,-2.35194,-0.967042
3.2364,-0.82474,-7.58358,-2.3526,-0.965887
3.2365,-0.824975,-7.58368,-2.35327,-0.964731
3.2366,-0.82521,-7.58378,-2.35393,-0.963576
3.2367,-0.825446,-7.58387,-2.35459,-0.962421
3.2368,-0.825681,-7.58397,-2.35526,-0.961265
3.2369,-0.825917,-7.58406,-2.35592,-0.96011
3.237,-0.826153,-7.58416,-2.35658,-0.958954
3.2371,-0.826388,-7.58426,-2.35725,-0.957799
3.2372,-0.826624,-7.58435,-2.35791,-0.956644
3.2373,-0.82686,-7.58445,-2.35857,-0.955488
3.2374,-0.827096,-7.58454,-2.35924,-0.954333
3.2375,-0.827332,-7.58464,-2.3599,-0.953177
3.2376,-0.827568,-7.58473,-2.36056,-0.952022
3.2377,-0.827804,-7.58483,-2.36122,-0.950866
3.2378,-0.82804,-7.58492,-2.36189,-0.949711
3.2379,-0.828276,-7.58502,-2.36255,-0.948555
3.238,-0.828512,-7.58511,-2.36321,-0.947399
3.2381,-0.828749,-7.58521,-2.36387,-0.946244
3.2382,-0.828985,-7.5853,-2.36453,-0.945088
3.2383,-0.829222,-7.5854,-2.36519,-0.943932
3.2384,-0.829458,-7.58549,-2.36585,-0.942777
3.2385,-0.829695,-7.58559,-2.36652,-0.941621
3.2386,-0.829932,-7.58568,-2.36718,-0.940465
3.2387,-0.830168,-7.58577,-2.36784,-0.93931
3.2388,-0.830405,-7.58587,-2.3685,-0.938154
3.2389,-0.830642,-7.58596,-2.36916,-0.936998
3.239,-0.830879,-7.58606,-2.36982,-0.935843
3.2391,-0.831116,-7.58615,-2.37048,-0.934687
3.2392,-0.831353,-7.58624,-2.37114,-0.933531
3.2393,-0.83159,-7.58634,-2.3718,-0.932375
3.2394,-0.831827,-7.58643,-2.37245,-0.931219
3.2395,-0.832065,-7.58652,-2.37311,-0.930064
3.2396,-0.832302,-7.58661,-2.37377,-0.928908
3.2397,-0.832539,-7.58671,-2.37443,-0.927752
3.2398,-0.832777,-7.5868,-2.37509,-0.926596
3.2399,-0.833014,-7.58689,-2.37575,-0.92544
3.24,-0.833252,-7.58699,-2.37641,-0.924284
3.2401,-0.83349,-7.58708,-2.37706,-0.923128
3.2402,-0.833728,-7.58717,-2.37772,-0.921972
3.2403,-0.833965,-7.58726,-2.37838,-0.920816
3.2404,-0.834203,-7.58735,-2.37904,-0.91966
3.2405,-0.834441,-7.58745,-2.37969,-0.918504
3.2406,-0.834679,-7.58754,-2.38035,-0.917348
3.2407,-0.834917,-7.58763,-2.38101,-0.916192
3.2408,-0.835155,-7.58772,-2.38167,-0.915036
3.2409,-0.835394,-7.58781,-2.38232,-0.91388
3.241,-0.835632,-7.5879,-2.38298,-0.912724
3.2411,-0.83587,-7.588,-2.38363,-0.911568
3.2412,-0.836109,-7.58809,-2.38429,-0.910412
3.2413,-0.836347,-7.58818,-2.38495,-0.909256
3.2414,-0.836586,-7.58827,-2.3856,-0.9081
3.2415,-0.836824,-7.58836,-2.38626,-0.906944
3.2416,-0.837063,-7.58845,-2.38691,-0.905788
3.2417,-0.837301,-7.58854,-2.38757,-0.904632
3.2418,-0.83754,-7.58863,-2.38822,-0.903475
3.2419,-0.837779,-7.58872,-2.38888,-0.902319
3.242,-0.838018,-7.58881,-2.38953,-0.901163
3.2421,-0.838257,-7.5889,-2.39019,-0.900007
3.2422,-0.838496,-7.58899,-2.39084,-0.898851
3.2423,-0.838735,-7.58908,-2.39149,-0.897694
3.2424,-0.838974,-7.58917,-2.39215,-0.896538
3.2425,-0.839214,-7.58926,-2.3928,-0.895382
3.2426,-0.839453,-7.58935,-2.39346,-0.894226
3.2427,-0.839692,-7.58944,-2.39411,-0.893069
3.2428,-0.839932,-7.58953,-2.39476,-0.891913
3.2429,-0.840171,-7.58962,-2.39541,-0.890757
3.243,-0.840411,-7.58971,-2.39607,-0.8896
3.2431,-0.84065,-7.5898,-2.39672,-0.888444
3.2432,-0.84089,-7.58988,-2.39737,-0.887288
3.2433,-0.84113,-7.58997,-2.39802,-0.886131
3.2434,-0.84137,-7.59006,-2.39868,-0.884975
3.2435,-0.84161,-7.59015,-2.39933,-0.883819
3.2436,-0.84185,-7.59024,-2.39998,-0.882662
3.2437,-0.84209,-7.59033,-2.40063,-0.881506
3.2438,-0.84233,-7.59041,-2.40128,-0.880349
3.2439,-0.84257,-7.5905,-2.40193,-0.879193
3.244,-0.84281,-7.59059,-2.40259,-0.878037
3.2441,-0.84305,-7.59068,-2.40324,-0.87688
3.2442,-0.843291,-7.59077,-2.40389,-0.875724
3.2443,-0.843531,-7.59085,-2.40454,-0.874567
3.2444,-0.843772,-7.59094,-2.40519,-0.873411
3.2445,-0.844012,-7.59103,-2.40584,-0.872254
3.2446,-0.844253,-7.59111,-2.40649,-0.871098
3.2447,-0.844494,-7.5912,-2.40714,-0.869941
3.2448,-0.844734,-7.59129,-2.40779,-0.868785
3.2449,-0.844975,-7.59138,-2.40844,-0.867628
3.245,-0.845216,-7.59146,-2.40909,-0.866471
3.2451,-0.845457,-7.59155,-2.40973,-0.865315
3.2452,-0.845698,-7.59164,-2.41038,-0.864158
3.2453,-0.845939,-7.59172,-2.41103,-0.863002
3.2454,-0.84618,-7.59181,-2.41168,-0.861845
3.2455,-0.846421,-7.59189,-2.41233,-0.860689
3.2456,-0.846663,-7.59198,-2.41298,-0.859532
3.2457,-0.846904,-7.59207,-2.41362,-0.858375
3.2458,-0.847145,-7.59215,-2.41427,-0.857219
3.2459,-0.847387,-7.59224,-2.41492,-0.856062
3.246,-0.847628,-7.59232,-2.41557,-0.854905
3.2461,-0.84787,-7.59241,-2.41621,-0.853749
3.2462,-0.848112,-7.59249,-2.41686,-0.852592
3.2463,-0.848353,-7.59258,-2.41751,-0.851435
3.2464,-0.848595,-7.59266,-2.41815,-0.850279
3.2465,-0.848837,-7.59275,-2.4188,-0.849122
3.2466,-0.849079,-7.59283,-2.41945,-0.847965
3.2467,-0.849321,-7.59292,-2.42009,-0.846809
3.2468,-0.849563,-7.593,-2.42074,-0.845652
3.2469,-0.849805,-7.59309,-2.42138,-0.844495
3.247,-0.850047,-7.59317,-2.42203,-0.843338
3.2471,-0.850289,-7.59326,-2.42268,-0.842182
3.2472,-0.850532,-7.59334,-2.42332,-0.841025
3.2473,-0.850774,-7.59342,-2.42397,-0.839868
3.2474,-0.851016,-7.59351,-2.42461,-0.838711
3.2475,-0.851259,-7.59359,-2.42525,-0.837555
3.2476,-0.851502,-7.59368,-2.4259,-0.836398
3.2477,-0.851744,-7.59376,-2.42654,-0.835241
3.2478,-0.851987,-7.59384,-2.42719,-0.834084
3.2479,-0.85223,-7.59393,-2.42783,-0.832927
3.248,-0.852472,-7.59401,-2.42847,-0.83177
3.2481,-0.852715,-7.59409,-2.42912,-0.830614
3.2482,-0.852958,-7.59418,-2.42976,-0.829457
3.2483,-0.853201,-7.59426,-2.4304,-0.8283
3.2484,-0.853444,-7.59434,-2.43105,-0.827143
3.2485,-0.853687,-7.59442,-2.43169,-0.825986
3.2486,-0.853931,-7.59451,-2.43233,-0.824829
3.2487,-0.854174,-7.59459,-2.43297,-0.823672
3.2488,-0.854417,-7.59467,-2.43362,-0.822516
3.2489,-0.854661,-7.59475,-2.43426,-0.821359
3.249,-0.854904,-7.59484,-2.4349,-0.820202
3.2491,-0.855148,-7.59492,-2.43554,-0.819045
3.2492,-0.855391,-7.595,-2.43618,-0.817888
3.2493,-0.855635,-7.59508,-2.43683,-0.816731
3.2494,-0.855879,-7.59516,-2.43747,-0.815574
3.2495,-0.856122,-7.59524,-2.43811,-0.814417
3.2496,-0.856366,-7.59533,-2.43875,-0.81326
3.2497,-0.85661,-7.59541,-2.43939,-0.812103
3.2498,-0.856854,-7.59549,-2.44003,-0.810946
3.2499,-0.857098,-7.59557,-2.44067,-0.809789
3.25,-0.857342,-7.59565,-2.44131,-0.808632
3.2501,-0.857586,-7.59573,-2.44195,-0.807475
3.2502,-0.857831,-7.59581,-2.44259,-0.806319
3.2503,-0.858075,-7.59589,-2.44323,-0.805162
3.2504,-0.858319,-7.59597,-2.44387,-0.804005
3.2505,-0.858564,-7.59605,-2.44451,-0.802848
3.2506,-0.858808,-7.59613,-2.44514,-0.801691
3.2507,-0.859053,-7.59621,-2.44578,-0.800534
3.2508,-0.859297,-7.59629,-2.44642,-0.799377
3.2509,-0.859542,-7.59637,-2.44706,-0.79822
3.251,-0.859787,-7.59645,-2.4477,-0.797063
3.2511,-0.860031,-7.59653,-2.44834,-0.795906
3.2512,-0.860276,-7.59661,-2.44897,-0.794748
3.2513,-0.860521,-7.59669,-2.44961,-0.793591
3.2514,-0.860766,-7.59677,-2.45025,-0.792434
3.2515,-0.861011,-7.59685,-2.45089,-0.791277
3.2516,-0.861256,-7.59693,-2.45152,-0.79012
3.2517,-0.861502,-7.59701,-2.45216,-0.788963
3.2518,-0.861747,-7.59709,-2.4528,-0.787806
3.2519,-0.861992,-7.59717,-2.45343,-0.786649
3.252,-0.862238,-7.59724,-2.45407,-0.785492
3.2521,-0.862483,-7.59732,-2.4547,-0.784335
3.2522,-0.862729,-7.5974,-2.45534,-0.783178
3.2523,-0.862974,-7.59748,-2.45598,-0.782021
3.2524,-0.86322,-7.59756,-2.45661,-0.780864
3.2525,-0.863465,-7.59764,-2.45725,-0.779707
3.2526,-0.863711,-7.59771,-2.45788,-0.77855
3.2527,-0.863957,-7.59779,-2.45852,-0.777393
3.2528,-0.864203,-7.59787,-2.45915,-0.776235
3.2529,-0.864449,-7.59795,-2.45979,-0.775078
3.253,-0.864695,-7.59802,-2.46042,-0.773921
3.2531,-0.864941,-7.5981,-2.46105,-0.772764
3.2532,-0.865187,-7.59818,-2.46169,-0.771607
3.2533,-0.865433,-7.59826,-2.46232,-0.77045
3.2534,-0.865679,-7.59833,-2.46296,-0.769293
3.2535,-0.865926,-7.59841,-2.46359,-0.768136
3.2536,-0.866172,-7.59849,-2.46422,-0.766979
3.2537,-0.866419,-7.59856,-2.46485,-0.765821
3.2538,-0.866665,-7.59864,-2.46549,-0.764664
3.2539,-0.866912,-7.59872,-2.46612,-0.763507
3.254,-0.867158,-7.59879,-2.46675,-0.76235
3.2541,-0.867405,-7.59887,-2.46739,-0.761193
3.2542,-0.867652,-7.59894,-2.46802,-0.760036
3.2543,-0.867899,-7.59902,-2.46865,-0.758879
3.2544,-0.868146,-7.5991,-2.46928,-0.757722
3.2545,-0.868393,-7.59917,-2.46991,-0.756564
3.2546,-0.86864,-7.59925,-2.47054,-0.755407
3.2547,-0.868887,-7.59932,-2.47117,-0.75425
3.2548,-0.869134,-7.5994,-2.47181,-0.753093
3.2549,-0.869381,-7.59947,-2.47244,-0.751936
3.255,-0.869628,-7.59955,-2.47307,-0.750779
3.2551,-0.869876,-7.59962,-2.4737,-0.749622
3.2552,-0.870123,-7.5997,-2.47433,-0.748465
3.2553,-0.870371,-7.59977,-2.47496,-0.747307
3.2554,-0.870618,-7.59985,-2.47559,-0.74615
3.2555,-0.870866,-7.59992,-2.47622,-0.744993
3.2556,-0.871113,-7.6,-2.47685,-0.743836
3.2557,-0.871361,-7.60007,-2.47748,-0.742679
3.2558,-0.871609,-7.60015,-2.4781,-0.741522
3.2559,-0.871857,-7.60022,-2.47873,-0.740364
3.256,-0.872105,-7.60029,-2.47936,-0.739207
3.2561,-0.872353,-7.60037,-2.47999,-0.73805
3.2562,-0.872601,-7.60044,-2.48062,-0.736893
3.2563,-0.872849,-7.60051,-2.48125,-0.735736
3.2564,-0.873097,-7.60059,-2.48187,-0.734579
3.2565,-0.873345,-7.60066,-2.4825,-0.733422
3.2566,-0.873593,-7.60074,-2.48313,-0.732264
3.2567,-0.873842,-7.60081,-2.48376,-0.731107
3.2568,-0.87409,-7.60088,-2.48438,-0.72995
3.2569,-0.874339,-7.60095,-2.48501,-0.728793
3.257,-0.874587,-7.60103,-2.48564,-0.727636
3.2571,-0.874836,-7.6011,-2.48626,-0.726479
3.2572,-0.875084,-7.60117,-2.48689,-0.725322
3.2573,-0.875333,-7.60124,-2.48752,-0.724164
3.2574,-0.875582,-7.60132,-2.48814,-0.723007
3.2575,-0.875831,-7.60139,-2.48877,-0.72185
3.2576,-0.87608,-7.60146,-2.48939,-0.720693
3.2577,-0.876329,-7.60153,-2.49002,-0.719536
3.2578,-0.876578,-7.60161,-2.49064,-0.718379
3.2579,-0.876827,-7.60168,-2.49127,-0.717222
3.258,-0.877076,-7.60175,-2.49189,-0.716064
3.2581,-0.877325,-7.60182,-2.49252,-0.714907
3.2582,-0.877574,-7.60189,-2.49314,-0.71375
3.2583,-0.877824,-7.60196,-2.49377,-0.712593
3.2584,-0.878073,-7.60203,-2.49439,-0.711436
3.2585,-0.878323,-7.60211,-2.49502,-0.710279
3.2586,-0.878572,-7.60218,-2.49564,-0.709122
3.2587,-0.878822,-7.60225,-2.49626,-0.707965
3.2588,-0.879071,-7.60232,-2.49689,-0.706807
3.2589,-0.879321,-7.60239,-2.49751,-0.70565
3.259,-0.879571,-7.60246,-2.49813,-0.704493
3.2591,-0.879821,-7.60253,-2.49875,-0.703336
3.2592,-0.880071,-7.6026,-2.49938,-0.702179
3.2593,-0.880321,-7.60267,-2.5,-0.701022
3.2594,-0.880571,-7.60274,-2.50062,-0.699865
3.2595,-0.880821,-7.60281,-2.50124,-0.698708
3.2596,-0.881071,-7.60288,-2.50186,-0.697551
3.2597,-0.881321,-7.60295,-2.50249,-0.696394
3.2598,-0.881571,-7.60302,-2.50311,-0.695236
3.2599,-0.881822,-7.60309,-2.50373,-0.694079
3.26,-0.882072,-7.60316,-2.50435,-0.692922
3.2601,-0.882323,-7.60323,-2.50497,-0.691765
3.2602,-0.882573,-7.6033,-2.50559,-0.690608
3.2603,-0.882824,-7.60337,-2.50621,-0.689451
3.2604,-0.883074,-7.60343,-2.50683,-0.688294
3.2605,-0.883325,-7.6035,-2.50745,-0.687137
3.2606,-0.883576,-7.60357,-2.50807,-0.68598
3.2607,-0.883827,-7.60364,-2.50869,-0.684823
3.2608,-0.884078,-7.60371,-2.50931,-0.683666
3.2609,-0.884328,-7.60378,-2.50993,-0.682509
3.261,-0.88458,-7.60385,-2.51055,-0.681352
3.2611,-0.884831,-7.60391,-2.51117,-0.680195
3.2612,-0.885082,-7.60398,-2.51179,-0.679038
3.2613,-0.885333,-7.60405,-2.5124,-0.677881
3.2614,-0.885584,-7.60412,-2.51302,-0.676724
3.2615,-0.885836,-7.60418,-2.51364,-0.675567
3.2616,-0.886087,-7.60425,-2.51426,-0.67441
3.2617,-0.886338,-7.60432,-2.51488,-0.673253
3.2618,-0.88659,-7.60439,-2.51549,-0.672096
3.2619,-0.886842,-7.60445,-2.51611,-0.670939
3.262,-0.887093,-7.60452,-2.51673,-0.669782
3.2621,-0.887345,-7.60459,-2.51734,-0.668625
3.2622,-0.887597,-7.60465,-2.51796,-0.667468
3.2623,-0.887848,-7.60472,-2.51858,-0.666311
3.2624,-0.8881,-7.60479,-2.51919,-0.665154
3.2625,-0.888352,-7.60485,-2.51981,-0.663997
3.2626,-0.888604,-7.60492,-2.52043,-0.66284
3.2627,-0.888856,-7.60499,-2.52104,-0.661683
3.2628,-0.889109,-7.60505,-2.52166,-0.660526
3.2629,-0.889361,-7.60512,-2.52227,-0.659369
3.263,-0.889613,-7.60518,-2.52289,-0.658212
3.2631,-0.889865,-7.60525,-2.5235,-0.657055
3.2632,-0.890118,-7.60532,-2.52412,-0.655898
3.2633,-0.89037,-7.60538,-2.52473,-0.654741
3.2634,-0.890623,-7.60545,-2.52535,-0.653584
3.2635,-0.890875,-7.60551,-2.52596,-0.652428
3.2636,-0.891128,-7.60558,-2.52657,-0.651271
3.2637,-0.89138,-7.60564,-2.52719,-0.650114
3.2638,-0.891633,-7.60571,-2.5278,-0.648957
3.2639,-0.891886,-7.60577,-2.52841,-0.6478
3.264,-0.892139,-7.60584,-2.52903,-0.646643
3.2641,-0.892392,-7.6059,-2.52964,-0.645486
3.2642,-0.892645,-7.60597,-2.53025,-0.64433
3.2643,-0.892898,-7.60603,-2.53087,-0.643173
3.2644,-0.893151,-7.60609,-2.53148,-0.642016
3.2645,-0.893404,-7.60616,-2.53209,-0.640859
3.2646,-0.893657,-7.60622,-2.5327,-0.639702
3.2647,-0.893911,-7.60629,-2.53331,-0.638545
3.2648,-0.894164,-7.60635,-2.53393,-0.637389
3.2649,-0.894418,-7.60641,-2.53454,-0.636232
